"PreNum","CandidateName","CandidateSurname","Sex","Saeima","PartyNum","PartyAbbr","DistrNum","DistrName"
1,"Juris","Pūce","Male",12,1,"Latvijas attīstībai",1,"Rīga"
2,"Liene","Cakare","Female",12,1,"Latvijas attīstībai",1,"Rīga"
3,"Iveta","Zalpētere","Female",12,1,"Latvijas attīstībai",1,"Rīga"
4,"Andris","Bačkurs","Male",12,1,"Latvijas attīstībai",1,"Rīga"
5,"Ralfs","Birķis","Male",12,1,"Latvijas attīstībai",1,"Rīga"
6,"Zane","Baltgaile","Female",12,1,"Latvijas attīstībai",1,"Rīga"
7,"Ģirts","Auškāps","Male",12,1,"Latvijas attīstībai",1,"Rīga"
8,"Antra","Roskoša","Female",12,1,"Latvijas attīstībai",1,"Rīga"
9,"Armands","Zivtiņš","Male",12,1,"Latvijas attīstībai",1,"Rīga"
10,"Inese","Drone","Female",12,1,"Latvijas attīstībai",1,"Rīga"
11,"Ineta","Jansone","Female",12,1,"Latvijas attīstībai",1,"Rīga"
12,"Liene","Blūma","Female",12,1,"Latvijas attīstībai",1,"Rīga"
13,"Artūrs","Bušs","Male",12,1,"Latvijas attīstībai",1,"Rīga"
14,"Edgars","Kalējs","Male",12,1,"Latvijas attīstībai",1,"Rīga"
15,"Ģirts","Bite","Male",12,1,"Latvijas attīstībai",1,"Rīga"
16,"Rolands","Pogulis","Male",12,1,"Latvijas attīstībai",1,"Rīga"
17,"Arta","Pirktiņa","Female",12,1,"Latvijas attīstībai",1,"Rīga"
18,"Ēriks","Kumerdanks","Male",12,1,"Latvijas attīstībai",1,"Rīga"
19,"Kristaps","Laipnieks","Male",12,1,"Latvijas attīstībai",1,"Rīga"
20,"Renārs","Smoļaks","Male",12,1,"Latvijas attīstībai",1,"Rīga"
21,"Ainārs","Kalniņš","Male",12,1,"Latvijas attīstībai",1,"Rīga"
22,"Ineta","Atgāze","Female",12,1,"Latvijas attīstībai",1,"Rīga"
23,"Kristīne","Mirzahanjana","Female",12,1,"Latvijas attīstībai",1,"Rīga"
24,"Vladimirs","Jefimovs","Male",12,1,"Latvijas attīstībai",1,"Rīga"
25,"Mārtiņš","Grīnbergs","Male",12,1,"Latvijas attīstībai",1,"Rīga"
26,"Viesturs","Liepkalns","Male",12,1,"Latvijas attīstībai",1,"Rīga"
27,"Kristaps","Zaharkevičs","Male",12,1,"Latvijas attīstībai",1,"Rīga"
28,"Ilmārs","Gruduls","Male",12,1,"Latvijas attīstībai",1,"Rīga"
29,"Nelda","Otvare","Female",12,1,"Latvijas attīstībai",1,"Rīga"
30,"Mārtiņš","Roze","Male",12,1,"Latvijas attīstībai",1,"Rīga"
31,"Ilga","Sitale","Female",12,1,"Latvijas attīstībai",1,"Rīga"
32,"Vladimirs","Mišins","Male",12,1,"Latvijas attīstībai",1,"Rīga"
1,"Einars","Repše","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
2,"Baiba","Fromane","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
3,"Emīls","Jakrins","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
4,"Dace","Kizino","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
5,"Eduards","Sūniņš","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
6,"Arvīds","Grīnfelds","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
7,"Uldis","Ciekurs","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
8,"Pauls","Sondors","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
9,"Erlends","Baļķens","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
10,"Artūrs","Bergholcs","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
11,"Inga","Lamstere","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
12,"Izolde","Glavāne","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
13,"Armands","Vijups","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
14,"Iveta","Preisa-Imaka","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
15,"Dzintars","Rozens","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
16,"Aija","Rozena","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
17,"Viola","Daniela","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
18,"Andris","Kārkliņš","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
19,"Pēteris","Eimanis","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
20,"Jana","Hermane","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
21,"Gunita","Keiriša","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
22,"Sabīne","Vārtiņa","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
23,"Inese","Albova","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
24,"Ieva","Strongina","Female",12,1,"Latvijas attīstībai",2,"Vidzeme"
25,"Juris","Rieksts-Riekstiņš","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
26,"Vadims","Lapins","Male",12,1,"Latvijas attīstībai",2,"Vidzeme"
1,"Edgars","Jaunups","Male",12,1,"Latvijas attīstībai",3,"Latgale"
2,"Agris","Punculs","Male",12,1,"Latvijas attīstībai",3,"Latgale"
3,"Olga","Geitus-Eitvina","Female",12,1,"Latvijas attīstībai",3,"Latgale"
4,"Rasma","Zaharenko","Female",12,1,"Latvijas attīstībai",3,"Latgale"
5,"Oskars","Ikstens","Male",12,1,"Latvijas attīstībai",3,"Latgale"
6,"Jūlija","Jaunrodziņa","Female",12,1,"Latvijas attīstībai",3,"Latgale"
7,"Ilze","Latiša","Female",12,1,"Latvijas attīstībai",3,"Latgale"
8,"Aleksejs","Bočarovs","Male",12,1,"Latvijas attīstībai",3,"Latgale"
9,"Visvaldis","Kursītis","Male",12,1,"Latvijas attīstībai",3,"Latgale"
10,"Toms","Šubrovskis","Male",12,1,"Latvijas attīstībai",3,"Latgale"
11,"Mihails","Juhņevičs","Male",12,1,"Latvijas attīstībai",3,"Latgale"
12,"Vilis","Zilgalvis","Male",12,1,"Latvijas attīstībai",3,"Latgale"
13,"Edgars","Zandmanis","Male",12,1,"Latvijas attīstībai",3,"Latgale"
14,"Edgars","Ciblis","Male",12,1,"Latvijas attīstībai",3,"Latgale"
15,"Raitis","Tukāns","Male",12,1,"Latvijas attīstībai",3,"Latgale"
1,"Rihards","Pīks","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
2,"Aiva","Vilcāne","Female",12,1,"Latvijas attīstībai",4,"Kurzeme"
3,"Uldis","Pirktiņš","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
4,"Iveta","Ciganova","Female",12,1,"Latvijas attīstībai",4,"Kurzeme"
5,"Kaspars","Bucis","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
6,"Miks","Lormanis","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
7,"Agris","Akulovs","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
8,"Juris","Šmits","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
9,"Agnija","Šankova","Female",12,1,"Latvijas attīstībai",4,"Kurzeme"
10,"Santa","Markauska","Female",12,1,"Latvijas attīstībai",4,"Kurzeme"
11,"Rūdolfs","Šnepsts","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
12,"Andris","Radelis","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
13,"Vilnis","Tukums","Male",12,1,"Latvijas attīstībai",4,"Kurzeme"
1,"Vladimirs","Reskājs","Male",12,1,"Latvijas attīstībai",5,"Zemgale"
2,"Mārtiņš","Vadzis","Male",12,1,"Latvijas attīstībai",5,"Zemgale"
3,"Elita","Sproģe","Female",12,1,"Latvijas attīstībai",5,"Zemgale"
4,"Laila","Pole","Female",12,1,"Latvijas attīstībai",5,"Zemgale"
5,"Zane","Šūmakere","Female",12,1,"Latvijas attīstībai",5,"Zemgale"
6,"Artūrs Toms","Plešs","Male",12,1,"Latvijas attīstībai",5,"Zemgale"
7,"Naira","Frijāre","Female",12,1,"Latvijas attīstībai",5,"Zemgale"
8,"Māris","Beķers","Male",12,1,"Latvijas attīstībai",5,"Zemgale"
9,"Raivis","Grandāns","Male",12,1,"Latvijas attīstībai",5,"Zemgale"
10,"Linda","Žukovska","Female",12,1,"Latvijas attīstībai",5,"Zemgale"
11,"Ksenija","Vēze-Veise","Female",12,1,"Latvijas attīstībai",5,"Zemgale"
12,"Edgars","Upenieks","Male",12,1,"Latvijas attīstībai",5,"Zemgale"
13,"Toms","Krastenbergs","Male",12,1,"Latvijas attīstībai",5,"Zemgale"
14,"Zane","Muceniece","Female",12,1,"Latvijas attīstībai",5,"Zemgale"
1,"Andris","Orols","Male",12,2,"Suverenitāte",1,"Rīga"
2,"Aivars","Silinieks","Male",12,2,"Suverenitāte",1,"Rīga"
3,"Artūrs","Ratnieks","Male",12,2,"Suverenitāte",1,"Rīga"
4,"Inga","Gutberga","Female",12,2,"Suverenitāte",1,"Rīga"
5,"Armands","Šenbergs","Male",12,2,"Suverenitāte",1,"Rīga"
6,"Jeļena","Kantāne","Female",12,2,"Suverenitāte",1,"Rīga"
7,"Maira","Stumbre","Female",12,2,"Suverenitāte",1,"Rīga"
8,"Andrejs","Nikoļskis","Male",12,2,"Suverenitāte",1,"Rīga"
9,"Edgars","Poika","Male",12,2,"Suverenitāte",1,"Rīga"
10,"Artis","Silavnieks","Male",12,2,"Suverenitāte",1,"Rīga"
11,"Kaspars","Savickis","Male",12,2,"Suverenitāte",1,"Rīga"
12,"Sergejs","Golodņikovs","Male",12,2,"Suverenitāte",1,"Rīga"
13,"Māris","Barkāns","Male",12,2,"Suverenitāte",1,"Rīga"
14,"Andžejs","Zdanovičs","Male",12,2,"Suverenitāte",1,"Rīga"
1,"Guntra","Vīksna","Female",12,2,"Suverenitāte",2,"Vidzeme"
2,"Agris","Sūna","Male",12,2,"Suverenitāte",2,"Vidzeme"
3,"Artis","Freibergs","Male",12,2,"Suverenitāte",2,"Vidzeme"
4,"Aleksandrs","Poika","Male",12,2,"Suverenitāte",2,"Vidzeme"
5,"Jūlija","Ždanova","Female",12,2,"Suverenitāte",2,"Vidzeme"
6,"Zane","Lejniece-Puķe","Female",12,2,"Suverenitāte",2,"Vidzeme"
7,"Kaspars","Vainovskis","Male",12,2,"Suverenitāte",2,"Vidzeme"
8,"Jānis","Cīrulis","Male",12,2,"Suverenitāte",2,"Vidzeme"
9,"Georgijs","Sokolovskis","Male",12,2,"Suverenitāte",2,"Vidzeme"
1,"Dmitrijs","Usins","Male",12,2,"Suverenitāte",3,"Latgale"
2,"Ingars","Pētersons","Male",12,2,"Suverenitāte",3,"Latgale"
3,"Andrejs","Vasiļjevs","Male",12,2,"Suverenitāte",3,"Latgale"
4,"Aleksandra","Siliniece","Female",12,2,"Suverenitāte",3,"Latgale"
5,"Jevgēnijs","Šuļga","Male",12,2,"Suverenitāte",3,"Latgale"
6,"Ēvalds","Staris","Male",12,2,"Suverenitāte",3,"Latgale"
7,"Ivans","Feščenko","Male",12,2,"Suverenitāte",3,"Latgale"
8,"Ēriks","Trukšāns","Male",12,2,"Suverenitāte",3,"Latgale"
9,"Ilvars","Barkāns","Male",12,2,"Suverenitāte",3,"Latgale"
1,"Normunds","Vīrs","Male",12,2,"Suverenitāte",4,"Kurzeme"
2,"Lita","Sproģe","Female",12,2,"Suverenitāte",4,"Kurzeme"
3,"Uldis","Sēne","Male",12,2,"Suverenitāte",4,"Kurzeme"
4,"Tatjana","Popova","Female",12,2,"Suverenitāte",4,"Kurzeme"
5,"Dmitrijs","Dēliņš","Male",12,2,"Suverenitāte",4,"Kurzeme"
1,"Dainis","Grabovskis","Male",12,2,"Suverenitāte",5,"Zemgale"
2,"Raimonds","Lejnieks-Puķe","Male",12,2,"Suverenitāte",5,"Zemgale"
3,"Aleksandrs","Kačalkins","Male",12,2,"Suverenitāte",5,"Zemgale"
4,"Sigurds","Graudiņš","Male",12,2,"Suverenitāte",5,"Zemgale"
5,"Žanna","Redzoba","Female",12,2,"Suverenitāte",5,"Zemgale"
6,"Kristīne","Ševeļova","Female",12,2,"Suverenitāte",5,"Zemgale"
1,"Anrijs","Aumalis","Male",12,3,"Partija Brīvība",1,"Rīga"
2,"Vilnis","Šlars","Male",12,3,"Partija Brīvība",1,"Rīga"
3,"Jeļena","Gerasimova","Female",12,3,"Partija Brīvība",1,"Rīga"
4,"Baiba","Stepanova","Female",12,3,"Partija Brīvība",1,"Rīga"
1,"Ieva","Kantmane","Female",12,3,"Partija Brīvība",2,"Vidzeme"
2,"Vika","Koha","Female",12,3,"Partija Brīvība",2,"Vidzeme"
3,"Dina","Šulca","Female",12,3,"Partija Brīvība",2,"Vidzeme"
1,"Kaspars","Lazdāns","Male",12,3,"Partija Brīvība",3,"Latgale"
2,"Līga","Šalma","Female",12,3,"Partija Brīvība",3,"Latgale"
1,"Taiga","Lasmane","Female",12,3,"Partija Brīvība",4,"Kurzeme"
2,"Antra","Treide","Female",12,3,"Partija Brīvība",4,"Kurzeme"
3,"Vizma","Petrēvica","Female",12,3,"Partija Brīvība",4,"Kurzeme"
4,"Ilva","Ivaska","Female",12,3,"Partija Brīvība",4,"Kurzeme"
5,"Vēsma","Švinberga","Female",12,3,"Partija Brīvība",4,"Kurzeme"
1,"Dace","Brimerberga","Female",12,3,"Partija Brīvība",5,"Zemgale"
2,"Baiba","Kņūta","Female",12,3,"Partija Brīvība",5,"Zemgale"
3,"Anna","Naumova","Female",12,3,"Partija Brīvība",5,"Zemgale"
4,"Marita","Koha","Female",12,3,"Partija Brīvība",5,"Zemgale"
1,"Edgars","Rinkēvičs","Male",12,4,"Vienotība",1,"Rīga"
2,"Ojārs Ēriks","Kalniņš","Male",12,4,"Vienotība",1,"Rīga"
3,"Aleksejs","Loskutovs","Male",12,4,"Vienotība",1,"Rīga"
4,"Lolita","Čigāne","Female",12,4,"Vienotība",1,"Rīga"
5,"Andrejs","Judins","Male",12,4,"Vienotība",1,"Rīga"
6,"Rihards","Kozlovskis","Male",12,4,"Vienotība",1,"Rīga"
7,"Ilze","Viņķele","Female",12,4,"Vienotība",1,"Rīga"
8,"Edgars","Engīzers","Male",12,4,"Vienotība",1,"Rīga"
9,"Olafs","Pulks","Male",12,4,"Vienotība",1,"Rīga"
10,"Sarmīte","Ēlerte","Female",12,4,"Vienotība",1,"Rīga"
11,"Uģis","Rotbergs","Male",12,4,"Vienotība",1,"Rīga"
12,"Renārs","Putniņš","Male",12,4,"Vienotība",1,"Rīga"
13,"Valdis","Gavars","Male",12,4,"Vienotība",1,"Rīga"
14,"Veiko","Spolītis","Male",12,4,"Vienotība",1,"Rīga"
15,"Kārlis","Strēlis","Male",12,4,"Vienotība",1,"Rīga"
16,"Kārlis","Eņģelis","Male",12,4,"Vienotība",1,"Rīga"
17,"Hosams Abu","Meri","Male",12,4,"Vienotība",1,"Rīga"
18,"Gatis","Liepiņš","Male",12,4,"Vienotība",1,"Rīga"
19,"Inese","Kalniņa","Female",12,4,"Vienotība",1,"Rīga"
20,"Evija","Kolberga","Female",12,4,"Vienotība",1,"Rīga"
21,"Lita","Beire","Female",12,4,"Vienotība",1,"Rīga"
22,"Anna","Buša","Female",12,4,"Vienotība",1,"Rīga"
23,"Nils","Josts","Male",12,4,"Vienotība",1,"Rīga"
24,"Jānis","Lazdāns","Male",12,4,"Vienotība",1,"Rīga"
25,"Krišjānis","Liepiņš","Male",12,4,"Vienotība",1,"Rīga"
26,"Aivars","Siliņš","Male",12,4,"Vienotība",1,"Rīga"
27,"Bierants","Ignāts","Male",12,4,"Vienotība",1,"Rīga"
28,"Vija","Tirzmale","Female",12,4,"Vienotība",1,"Rīga"
29,"Anna","Plauča","Female",12,4,"Vienotība",1,"Rīga"
30,"Zigfrīds","Berezovskis","Male",12,4,"Vienotība",1,"Rīga"
31,"Dmitrijs","Golubevs","Male",12,4,"Vienotība",1,"Rīga"
32,"Laimdota","Podze","Female",12,4,"Vienotība",1,"Rīga"
33,"Kārlis","Irbe","Male",12,4,"Vienotība",1,"Rīga"
34,"Ainars","Lodziņš","Male",12,4,"Vienotība",1,"Rīga"
35,"Guntis","Stirna","Male",12,4,"Vienotība",1,"Rīga"
1,"Laimdota","Straujuma","Female",12,4,"Vienotība",2,"Vidzeme"
2,"Inesis","Boķis","Male",12,4,"Vienotība",2,"Vidzeme"
3,"Ainars","Latkovskis","Male",12,4,"Vienotība",2,"Vidzeme"
4,"Zanda","Kalniņa-Lukaševica","Female",12,4,"Vienotība",2,"Vidzeme"
5,"Kārlis","Šadurskis","Male",12,4,"Vienotība",2,"Vidzeme"
6,"Ina","Druviete","Female",12,4,"Vienotība",2,"Vidzeme"
7,"Linda","Medene","Female",12,4,"Vienotība",2,"Vidzeme"
8,"Arvils","Ašeradens","Male",12,4,"Vienotība",2,"Vidzeme"
9,"Edvards","Smiltēns","Male",12,4,"Vienotība",2,"Vidzeme"
10,"Edvīns","Bartkevičs","Male",12,4,"Vienotība",2,"Vidzeme"
11,"Raimonds","Čudars","Male",12,4,"Vienotība",2,"Vidzeme"
12,"Vilnis","Ķirsis","Male",12,4,"Vienotība",2,"Vidzeme"
13,"Ilze","Vergina","Female",12,4,"Vienotība",2,"Vidzeme"
14,"Romualds","Ražuks","Male",12,4,"Vienotība",2,"Vidzeme"
15,"Liene","Liepiņa","Female",12,4,"Vienotība",2,"Vidzeme"
16,"Jānis","Upenieks","Male",12,4,"Vienotība",2,"Vidzeme"
17,"Astrīda","Harju","Female",12,4,"Vienotība",2,"Vidzeme"
18,"Pauls","Irbins","Male",12,4,"Vienotība",2,"Vidzeme"
19,"Iveta","Blaua","Female",12,4,"Vienotība",2,"Vidzeme"
20,"Kintija","Sparāne","Female",12,4,"Vienotība",2,"Vidzeme"
21,"Roberts","Jurķis","Male",12,4,"Vienotība",2,"Vidzeme"
22,"Renārs","Freibergs","Male",12,4,"Vienotība",2,"Vidzeme"
23,"Arnis","Šķēls","Male",12,4,"Vienotība",2,"Vidzeme"
24,"Vilnis","Meškinis","Male",12,4,"Vienotība",2,"Vidzeme"
25,"Alis","Balbārzdis","Male",12,4,"Vienotība",2,"Vidzeme"
26,"Dace","Kļaviņa","Female",12,4,"Vienotība",2,"Vidzeme"
27,"Guntis","Grūba","Male",12,4,"Vienotība",2,"Vidzeme"
28,"Jāzeps","Janiševs","Male",12,4,"Vienotība",2,"Vidzeme"
29,"Gatis","Puriņš","Male",12,4,"Vienotība",2,"Vidzeme"
1,"Anrijs","Matīss","Male",12,4,"Vienotība",3,"Latgale"
2,"Aldis","Adamovičs","Male",12,4,"Vienotība",3,"Latgale"
3,"Dzintars","Zaķis","Male",12,4,"Vienotība",3,"Latgale"
4,"Aivars","Broks","Male",12,4,"Vienotība",3,"Latgale"
5,"Līvija","Plavinska","Female",12,4,"Vienotība",3,"Latgale"
6,"Viktors","Stikuts","Male",12,4,"Vienotība",3,"Latgale"
7,"Sarmīte","Ķikuste","Female",12,4,"Vienotība",3,"Latgale"
8,"Janīna","Kursīte","Female",12,4,"Vienotība",3,"Latgale"
9,"Maija","Upeniece","Female",12,4,"Vienotība",3,"Latgale"
10,"Valērijs","Makarevičs","Male",12,4,"Vienotība",3,"Latgale"
11,"Juris Galerijs","Vidiņš","Male",12,4,"Vienotība",3,"Latgale"
12,"Sanita","Putniņa","Female",12,4,"Vienotība",3,"Latgale"
13,"Vasilijs","Smuļs","Male",12,4,"Vienotība",3,"Latgale"
14,"Ināra","Mukāne","Female",12,4,"Vienotība",3,"Latgale"
15,"Aivars","Bernāns","Male",12,4,"Vienotība",3,"Latgale"
16,"Jānis","Kupris","Male",12,4,"Vienotība",3,"Latgale"
17,"Kaspars","Vidiņš","Male",12,4,"Vienotība",3,"Latgale"
18,"Eleonora","Obrumāne","Female",12,4,"Vienotība",3,"Latgale"
1,"Solvita","Āboltiņa","Female",12,4,"Vienotība",4,"Kurzeme"
2,"Ints","Dālderis","Male",12,4,"Vienotība",4,"Kurzeme"
3,"Inese","Lībiņa-Egnere","Female",12,4,"Vienotība",4,"Kurzeme"
4,"Karina","Korna","Female",12,4,"Vienotība",4,"Kurzeme"
5,"Normunds","Tropiņš","Male",12,4,"Vienotība",4,"Kurzeme"
6,"Artis","Gustovskis","Male",12,4,"Vienotība",4,"Kurzeme"
7,"Armīns","Robežnieks","Male",12,4,"Vienotība",4,"Kurzeme"
8,"Edgars","Ikstens","Male",12,4,"Vienotība",4,"Kurzeme"
9,"Māris","Vārna","Male",12,4,"Vienotība",4,"Kurzeme"
10,"Jānis","Junkurs","Male",12,4,"Vienotība",4,"Kurzeme"
11,"Vilnis","Dragunas","Male",12,4,"Vienotība",4,"Kurzeme"
12,"Mikus","Žagata","Male",12,4,"Vienotība",4,"Kurzeme"
13,"Guntis","Būmeisters","Male",12,4,"Vienotība",4,"Kurzeme"
14,"Guntis","Čukurs","Male",12,4,"Vienotība",4,"Kurzeme"
15,"Valdis","Plaudis","Male",12,4,"Vienotība",4,"Kurzeme"
16,"Guntis","Pirvits","Male",12,4,"Vienotība",4,"Kurzeme"
1,"Jānis","Reirs","Male",12,4,"Vienotība",5,"Zemgale"
2,"Juris","Šulcs","Male",12,4,"Vienotība",5,"Zemgale"
3,"Vjačeslavs","Dombrovskis","Male",12,4,"Vienotība",5,"Zemgale"
4,"Viktors","Valainis","Male",12,4,"Vienotība",5,"Zemgale"
5,"Atis","Lejiņš","Male",12,4,"Vienotība",5,"Zemgale"
6,"Jānis","Ozoliņš","Male",12,4,"Vienotība",5,"Zemgale"
7,"Inga","Priede","Female",12,4,"Vienotība",5,"Zemgale"
8,"Krišjānis","Bušs","Male",12,4,"Vienotība",5,"Zemgale"
9,"Ansis","Saliņš","Male",12,4,"Vienotība",5,"Zemgale"
10,"Evika","Siliņa","Female",12,4,"Vienotība",5,"Zemgale"
11,"Viesturs","Reinfelds","Male",12,4,"Vienotība",5,"Zemgale"
12,"Uldis","Kolužs","Male",12,4,"Vienotība",5,"Zemgale"
13,"Gita","Rūtiņa","Female",12,4,"Vienotība",5,"Zemgale"
14,"Madars","Lasmanis","Male",12,4,"Vienotība",5,"Zemgale"
15,"Ainārs","Sviklis","Male",12,4,"Vienotība",5,"Zemgale"
16,"Andris","Ulāns","Male",12,4,"Vienotība",5,"Zemgale"
17,"Elīna","Pļaviņa","Female",12,4,"Vienotība",5,"Zemgale"
1,"Maija","Radziņa","Female",12,5,"Partija Izaugsme",1,"Rīga"
2,"Sandra","Gintere","Female",12,5,"Partija Izaugsme",1,"Rīga"
